KYCRSP_FUNDNO;FSTYBEGDT;FSTYENDDT;LIPPER_OBJ_CD;LIPPER_CLASS
1;31/12/1999;31/07/2000;BBB;BBB
37;31/12/1999;31/03/2000;GUS;GUS
49;31/12/1999;31/08/2000;BBB;BBB
94;31/12/1999;30/11/2000;IUG;IUG
95;31/12/1999;30/11/2000;IUG;IUG
142;31/12/1999;30/11/2000;IUG;IUG
149;31/12/1999;30/06/2000;SUS;SUS
150;31/12/1999;30/06/2000;SUS;SUS
151;31/12/1999;30/06/2000;SUS;SUS
309;31/12/1999;31/10/2000;SUS;SUS
397;31/12/1999;29/09/2000;GUS;GUS
663;31/12/1999;31/08/2000;BBB;BBB
698;31/12/1999;31/01/2000;SIU;SIU
748;31/12/1999;31/01/2000;SIU;SIU
994;31/12/1999;29/09/2000;GUS;GUS
995;31/12/1999;29/09/2000;GUS;GUS
1037;31/12/1999;31/07/2000;GUS;GUS
1056;31/12/1999;31/08/2000;A;A
1066;31/12/1999;31/08/2000;A;A
1112;31/12/1999;29/02/2000;IUG;IUG
1114;31/12/1999;29/02/2000;IUG;IUG
1351;31/12/1999;30/11/2000;IUG;IUG
1382;31/12/1999;30/11/2000;IUG;IUG
1404;31/12/1999;30/11/2000;IUG;IUG
1485;31/12/1999;30/11/2000;GUS;GUS
1540;31/12/1999;31/03/2000;SUT;SUT
1541;31/12/1999;31/03/2000;SUT;SUT
1613;31/12/1999;31/03/2000;GUS;GUS
1614;31/12/1999;31/03/2000;GUS;GUS
1615;31/12/1999;31/03/2000;GUS;GUS
1758;31/12/1999;31/07/2000;IUG;IUG
1799;31/12/1999;30/06/2000;GUT;GUT
1861;31/12/1999;30/11/2000;GUS;GUS
1905;31/12/1999;31/05/2000;IUG;IUG
1927;31/12/1999;31/05/2000;IUG;IUG
1929;31/12/1999;31/05/2000;IUG;IUG
1977;31/12/1999;31/10/2000;SUS;SUS
2043;31/12/1999;30/06/2000;GUT;GUT
2158;31/12/1999;28/04/2000;A;A
2175;31/12/1999;28/04/2000;IUT;IUT
2188;31/12/1999;31/10/2000;BBB;BBB
2216;31/12/1999;31/05/2000;IUG;IUG
2220;31/12/1999;31/05/2000;A;A
2284;31/12/1999;28/04/2000;A;A
2298;31/12/1999;28/04/2000;GUS;GUS
2399;31/12/1999;28/04/2000;IUT;IUT
2418;31/12/1999;31/10/2000;GUS;GUS
2420;31/12/1999;30/12/2001;GUS;GUS
2420;31/12/2001;29/06/2002;A;A
2420;30/06/2002;30/04/2012;IID;IID
2420;01/05/2012;31/05/2012;IID;IID
2420;01/06/2012;11/06/2012;IID;IID
2420;12/06/2012;30/06/2012;IID;IID
2420;31/12/1999;30/12/2001;GUS;GUS
2420;31/12/2001;29/06/2002;A;A
2420;30/06/2002;30/04/2012;IID;IID
2420;01/05/2012;31/05/2012;IID;IID
2420;01/06/2012;11/06/2012;IID;IID
2420;12/06/2012;30/06/2012;IID;IID
2703;30/06/2007;30/12/2007;BBB;BBB
2703;31/12/2007;30/03/2008;IID;IID
2703;31/03/2008;31/10/2010;IID;IID
2736;31/12/2002;30/12/2003;BBB;BBB
2736;31/12/2003;30/12/2004;BBB;BBB
2736;31/12/2004;29/06/2005;BBB;BBB
2736;30/06/2005;30/12/2006;BBB;BBB
2736;31/12/2006;30/04/2012;A;A
2736;01/05/2012;31/05/2012;A;A
2736;01/06/2012;30/06/2012;A;A
2736;31/12/2002;30/12/2003;BBB;BBB
2736;31/12/2003;30/12/2004;BBB;BBB
2736;31/12/2004;29/06/2005;BBB;BBB
2736;30/06/2005;30/12/2006;BBB;BBB
2736;31/12/2006;30/04/2012;A;A
2736;01/05/2012;31/05/2012;A;A
2736;01/06/2012;30/06/2012;A;A
2736;31/12/2002;30/12/2003;BBB;BBB
2736;31/12/2003;30/12/2004;BBB;BBB
2736;31/12/2004;29/06/2005;BBB;BBB
2736;30/06/2005;30/12/2006;BBB;BBB
2736;31/12/2006;30/04/2012;A;A
2736;01/05/2012;31/05/2012;A;A
2736;01/06/2012;30/06/2012;A;A
2736;31/12/2002;30/12/2003;BBB;BBB
2736;31/12/2003;30/12/2004;BBB;BBB
2736;31/12/2004;29/06/2005;BBB;BBB
2736;30/06/2005;30/12/2006;BBB;BBB
2736;31/12/2006;30/04/2012;A;A
2736;01/05/2012;31/05/2012;A;A
2736;01/06/2012;30/06/2012;A;A
2736;31/12/2002;30/12/2003;BBB;BBB
2736;31/12/2003;30/12/2004;BBB;BBB
2736;31/12/2004;29/06/2005;BBB;BBB
2736;30/06/2005;30/12/2006;BBB;BBB
2736;31/12/2006;30/04/2012;A;A
2736;01/05/2012;31/05/2012;A;A
2736;01/06/2012;30/06/2012;A;A
2736;31/12/2002;30/12/2003;BBB;BBB
2736;31/12/2003;30/12/2004;BBB;BBB
2736;31/12/2004;29/06/2005;BBB;BBB
2736;30/06/2005;30/12/2006;BBB;BBB
2736;31/12/2006;30/04/2012;A;A
2736;01/05/2012;31/05/2012;A;A
2736;01/06/2012;30/06/2012;A;A
2736;31/12/2002;30/12/2003;BBB;BBB
2736;31/12/2003;30/12/2004;BBB;BBB
2736;31/12/2004;29/06/2005;BBB;BBB
2736;30/06/2005;30/12/2006;BBB;BBB
2736;31/12/2006;30/04/2012;A;A
2736;01/05/2012;31/05/2012;A;A
2736;01/06/2012;30/06/2012;A;A
2870;31/12/1999;31/10/2003;BBB;BBB
2871;30/06/2002;31/10/2003;BBB;BBB
2872;30/06/2000;28/11/2003;GUS;GUS
2873;30/06/2002;28/11/2003;GUS;GUS
2874;30/06/2002;31/10/2003;BBB;BBB
2875;30/06/2002;28/11/2003;GUS;GUS
2876;31/12/1999;28/11/2003;GUS;GUS
2881;30/06/2001;31/10/2003;BBB;BBB
2882;30/06/2000;31/10/2003;BBB;BBB
3159;31/12/1999;30/03/2008;SUT;SUT
3159;31/03/2008;30/04/2012;SUT;SUT
3159;01/05/2012;31/05/2012;SUT;SUT
3159;01/06/2012;30/06/2012;SUT;SUT
3159;31/12/1999;30/03/2008;SUT;SUT
3159;31/03/2008;30/04/2012;SUT;SUT
3159;01/05/2012;31/05/2012;SUT;SUT
3159;01/06/2012;30/06/2012;SUT;SUT
3159;31/12/1999;30/03/2008;SUT;SUT
3159;31/03/2008;30/04/2012;SUT;SUT
3159;01/05/2012;31/05/2012;SUT;SUT
3159;01/06/2012;30/06/2012;SUT;SUT
3159;31/12/1999;30/03/2008;SUT;SUT
3159;31/03/2008;30/04/2012;SUT;SUT
3159;01/05/2012;31/05/2012;SUT;SUT
3159;01/06/2012;30/06/2012;SUT;SUT
3160;31/12/1999;30/03/2008;SUT;SUT
3160;31/03/2008;30/04/2012;SUT;SUT
3160;01/05/2012;31/05/2012;SUT;SUT
3160;01/06/2012;30/06/2012;SUT;SUT
3160;31/12/1999;30/03/2008;SUT;SUT
3160;31/03/2008;30/04/2012;SUT;SUT
3160;01/05/2012;31/05/2012;SUT;SUT
3160;01/06/2012;30/06/2012;SUT;SUT
3160;31/12/1999;30/03/2008;SUT;SUT
3160;31/03/2008;30/04/2012;SUT;SUT
3160;01/05/2012;31/05/2012;SUT;SUT
3160;01/06/2012;30/06/2012;SUT;SUT
3160;31/12/1999;30/03/2008;SUT;SUT
3160;31/03/2008;30/04/2012;SUT;SUT
3160;01/05/2012;31/05/2012;SUT;SUT
3160;01/06/2012;30/06/2012;SUT;SUT
3161;30/06/2006;30/03/2008;BBB;BBB
3161;31/03/2008;31/03/2010;BBB;BBB
3161;01/04/2010;30/06/2011;BBB;BBB
3161;30/06/2006;30/03/2008;BBB;BBB
3161;31/03/2008;31/03/2010;BBB;BBB
3161;01/04/2010;30/06/2011;BBB;BBB
3161;30/06/2006;30/03/2008;BBB;BBB
3161;31/03/2008;31/03/2010;BBB;BBB
3161;01/04/2010;30/06/2011;BBB;BBB
3167;31/12/2005;28/02/2010;IUG;IUG
3167;01/03/2010;30/04/2012;IUG;IUG
3167;01/05/2012;31/05/2012;IUG;IUG
3167;01/06/2012;30/06/2012;IUG;IUG
3167;31/12/2005;28/02/2010;IUG;IUG
3167;01/03/2010;30/04/2012;IUG;IUG
3167;01/05/2012;31/05/2012;IUG;IUG
3167;01/06/2012;30/06/2012;IUG;IUG
3167;31/12/2005;28/02/2010;IUG;IUG
3167;01/03/2010;30/04/2012;IUG;IUG
3167;01/05/2012;31/05/2012;IUG;IUG
3167;01/06/2012;30/06/2012;IUG;IUG
3167;31/12/2005;28/02/2010;IUG;IUG
3167;01/03/2010;30/04/2012;IUG;IUG
3167;01/05/2012;31/05/2012;IUG;IUG
3167;01/06/2012;30/06/2012;IUG;IUG
3185;31/12/2003;30/03/2008;IUG;IUG
3185;31/03/2008;30/04/2012;IUG;IUG
3185;01/05/2012;31/05/2012;IUG;IUG
3185;01/06/2012;30/06/2012;IUG;IUG
3185;31/12/2003;30/03/2008;IUG;IUG
3185;31/03/2008;30/04/2012;IUG;IUG
3185;01/05/2012;31/05/2012;IUG;IUG
3185;01/06/2012;30/06/2012;IUG;IUG
3185;31/12/2003;30/03/2008;IUG;IUG
3185;31/03/2008;30/04/2012;IUG;IUG
3185;01/05/2012;31/05/2012;IUG;IUG
3185;01/06/2012;30/06/2012;IUG;IUG
3185;31/12/2003;30/03/2008;IUG;IUG
3185;31/03/2008;30/04/2012;IUG;IUG
3185;01/05/2012;31/05/2012;IUG;IUG
3185;01/06/2012;30/06/2012;IUG;IUG
3186;31/12/2003;30/03/2008;BBB;BBB
3186;31/03/2008;31/03/2010;BBB;BBB
3186;01/04/2010;30/06/2011;BBB;BBB
3186;31/12/2003;30/03/2008;BBB;BBB
3186;31/03/2008;31/03/2010;BBB;BBB
3186;01/04/2010;30/06/2011;BBB;BBB
3186;31/12/2003;30/03/2008;BBB;BBB
3186;31/03/2008;31/03/2010;BBB;BBB
3186;01/04/2010;30/06/2011;BBB;BBB
3188;30/06/2003;30/06/2008;SUT;SUT
3188;01/07/2008;30/04/2012;SUT;SUT
3188;01/05/2012;31/05/2012;SUT;SUT
3188;01/06/2012;30/06/2012;SUT;SUT
3188;30/06/2003;30/06/2008;SUT;SUT
3188;01/07/2008;30/04/2012;SUT;SUT
3188;01/05/2012;31/05/2012;SUT;SUT
3188;01/06/2012;30/06/2012;SUT;SUT
3188;30/06/2003;30/06/2008;SUT;SUT
3188;01/07/2008;30/04/2012;SUT;SUT
3188;01/05/2012;31/05/2012;SUT;SUT
3188;01/06/2012;30/06/2012;SUT;SUT
3188;30/06/2003;30/06/2008;SUT;SUT
3188;01/07/2008;30/04/2012;SUT;SUT
3188;01/05/2012;31/05/2012;SUT;SUT
3188;01/06/2012;30/06/2012;SUT;SUT
3191;31/12/2002;31/03/2010;IUG;IUG
3191;01/04/2010;30/04/2012;IUG;IUG
3191;01/05/2012;31/05/2012;IUG;IUG
3191;01/06/2012;30/06/2012;IUG;IUG
3191;31/12/2002;31/03/2010;IUG;IUG
3191;01/04/2010;30/04/2012;IUG;IUG
3191;01/05/2012;31/05/2012;IUG;IUG
3191;01/06/2012;30/06/2012;IUG;IUG
3191;31/12/2002;31/03/2010;IUG;IUG
3191;01/04/2010;30/04/2012;IUG;IUG
3191;01/05/2012;31/05/2012;IUG;IUG
3191;01/06/2012;30/06/2012;IUG;IUG
3191;31/12/2002;31/03/2010;IUG;IUG
3191;01/04/2010;30/04/2012;IUG;IUG
3191;01/05/2012;31/05/2012;IUG;IUG
3191;01/06/2012;30/06/2012;IUG;IUG
3201;31/12/2002;31/03/2010;BBB;BBB
3201;01/04/2010;30/06/2011;BBB;BBB
3201;31/12/2002;31/03/2010;BBB;BBB
3201;01/04/2010;30/06/2011;BBB;BBB
3204;31/12/1999;30/03/2008;IUG;IUG
3204;31/03/2008;30/04/2012;IUG;IUG
3204;01/05/2012;31/05/2012;IUG;IUG
3204;01/06/2012;30/06/2012;IUG;IUG
3204;31/12/1999;30/03/2008;IUG;IUG
3204;31/03/2008;30/04/2012;IUG;IUG
3204;01/05/2012;31/05/2012;IUG;IUG
3204;01/06/2012;30/06/2012;IUG;IUG
3204;31/12/1999;30/03/2008;IUG;IUG
3204;31/03/2008;30/04/2012;IUG;IUG
3204;01/05/2012;31/05/2012;IUG;IUG
3204;01/06/2012;30/06/2012;IUG;IUG
3204;31/12/1999;30/03/2008;IUG;IUG
3204;31/03/2008;30/04/2012;IUG;IUG
3204;01/05/2012;31/05/2012;IUG;IUG
3204;01/06/2012;30/06/2012;IUG;IUG
3205;31/12/1999;30/03/2008;IUG;IUG
3205;31/03/2008;30/04/2012;IUG;IUG
3205;01/05/2012;31/05/2012;IUG;IUG
3205;01/06/2012;30/06/2012;IUG;IUG
3205;31/12/1999;30/03/2008;IUG;IUG
3205;31/03/2008;30/04/2012;IUG;IUG
3205;01/05/2012;31/05/2012;IUG;IUG
3205;01/06/2012;30/06/2012;IUG;IUG
3205;31/12/1999;30/03/2008;IUG;IUG
3205;31/03/2008;30/04/2012;IUG;IUG
3205;01/05/2012;31/05/2012;IUG;IUG
3205;01/06/2012;30/06/2012;IUG;IUG
3205;31/12/1999;30/03/2008;IUG;IUG
3205;31/03/2008;30/04/2012;IUG;IUG
3205;01/05/2012;31/05/2012;IUG;IUG
3205;01/06/2012;30/06/2012;IUG;IUG
3206;31/12/1999;30/03/2008;IUG;IUG
3206;31/03/2008;30/04/2012;IUG;IUG
3206;01/05/2012;31/05/2012;IUG;IUG
3206;01/06/2012;30/06/2012;IUG;IUG
3206;31/12/1999;30/03/2008;IUG;IUG
3206;31/03/2008;30/04/2012;IUG;IUG
3206;01/05/2012;31/05/2012;IUG;IUG
3206;01/06/2012;30/06/2012;IUG;IUG
3206;31/12/1999;30/03/2008;IUG;IUG
3206;31/03/2008;30/04/2012;IUG;IUG
3206;01/05/2012;31/05/2012;IUG;IUG
3206;01/06/2012;30/06/2012;IUG;IUG
3206;31/12/1999;30/03/2008;IUG;IUG
3206;31/03/2008;30/04/2012;IUG;IUG
3206;01/05/2012;31/05/2012;IUG;IUG
3206;01/06/2012;30/06/2012;IUG;IUG
3207;31/12/1999;29/06/2000;GB;GB
3207;30/06/2000;30/03/2008;BBB;BBB
3207;31/03/2008;31/03/2010;BBB;BBB
3207;01/04/2010;30/06/2011;BBB;BBB
3207;31/12/1999;29/06/2000;GB;GB
3207;30/06/2000;30/03/2008;BBB;BBB
3207;31/03/2008;31/03/2010;BBB;BBB
3207;01/04/2010;30/06/2011;BBB;BBB
3207;31/12/1999;29/06/2000;GB;GB
3207;30/06/2000;30/03/2008;BBB;BBB
3207;31/03/2008;31/03/2010;BBB;BBB
3207;01/04/2010;30/06/2011;BBB;BBB
3208;31/12/1999;29/06/2000;GB;GB
3208;30/06/2000;30/03/2008;BBB;BBB
3208;31/03/2008;31/03/2010;BBB;BBB
3208;01/04/2010;30/06/2011;BBB;BBB
3208;31/12/1999;29/06/2000;GB;GB
3208;30/06/2000;30/03/2008;BBB;BBB
3208;31/03/2008;31/03/2010;BBB;BBB
3208;01/04/2010;30/06/2011;BBB;BBB
3208;31/12/1999;29/06/2000;GB;GB
3208;30/06/2000;30/03/2008;BBB;BBB
3208;31/03/2008;31/03/2010;BBB;BBB
3208;01/04/2010;30/06/2011;BBB;BBB
3209;31/12/1999;29/06/2000;GB;GB
3209;30/06/2000;30/03/2008;BBB;BBB
3209;31/03/2008;31/03/2010;BBB;BBB
3209;01/04/2010;30/06/2011;BBB;BBB
3209;31/12/1999;29/06/2000;GB;GB
3209;30/06/2000;30/03/2008;BBB;BBB
3209;31/03/2008;31/03/2010;BBB;BBB
3209;01/04/2010;30/06/2011;BBB;BBB
3209;31/12/1999;29/06/2000;GB;GB
3209;30/06/2000;30/03/2008;BBB;BBB
3209;31/03/2008;31/03/2010;BBB;BBB
3209;01/04/2010;30/06/2011;BBB;BBB
3329;31/12/1999;31/03/2006;A;A
3330;31/12/1999;31/03/2006;A;A
3331;31/12/1999;31/03/2006;A;A
3332;31/12/2001;31/03/2006;A;A
3373;31/12/1999;31/05/2007;GUS;GUS
3374;31/12/1999;31/05/2007;GUS;GUS
3444;31/12/2007;30/03/2008;GUS;GUS
3444;31/03/2008;30/11/2011;GUS;GUS
3444;01/12/2011;30/04/2012;GUS;GUS
3444;01/05/2012;31/05/2012;GUS;GUS
3444;01/06/2012;30/06/2012;GUS;GUS
3444;31/12/2007;30/03/2008;GUS;GUS
3444;31/03/2008;30/11/2011;GUS;GUS
3444;01/12/2011;30/04/2012;GUS;GUS
3444;01/05/2012;31/05/2012;GUS;GUS
3444;01/06/2012;30/06/2012;GUS;GUS
3444;31/12/2007;30/03/2008;GUS;GUS
3444;31/03/2008;30/11/2011;GUS;GUS
3444;01/12/2011;30/04/2012;GUS;GUS
3444;01/05/2012;31/05/2012;GUS;GUS
3444;01/06/2012;30/06/2012;GUS;GUS
3444;31/12/2007;30/03/2008;GUS;GUS
3444;31/03/2008;30/11/2011;GUS;GUS
3444;01/12/2011;30/04/2012;GUS;GUS
3444;01/05/2012;31/05/2012;GUS;GUS
3444;01/06/2012;30/06/2012;GUS;GUS
3444;31/12/2007;30/03/2008;GUS;GUS
3444;31/03/2008;30/11/2011;GUS;GUS
3444;01/12/2011;30/04/2012;GUS;GUS
3444;01/05/2012;31/05/2012;GUS;GUS
3444;01/06/2012;30/06/2012;GUS;GUS
3539;31/12/1999;29/06/2001;IID;IID
3539;30/06/2001;30/04/2004;BBB;BBB
3541;31/12/1999;28/02/2010;BBB;BBB
3541;01/03/2010;30/04/2012;BBB;BBB
3541;01/05/2012;31/05/2012;BBB;BBB
3541;01/06/2012;30/06/2012;BBB;BBB
3541;31/12/1999;28/02/2010;BBB;BBB
3541;01/03/2010;30/04/2012;BBB;BBB
3541;01/05/2012;31/05/2012;BBB;BBB
3541;01/06/2012;30/06/2012;BBB;BBB
3541;31/12/1999;28/02/2010;BBB;BBB
3541;01/03/2010;30/04/2012;BBB;BBB
3541;01/05/2012;31/05/2012;BBB;BBB
3541;01/06/2012;30/06/2012;BBB;BBB
3541;31/12/1999;28/02/2010;BBB;BBB
3541;01/03/2010;30/04/2012;BBB;BBB
3541;01/05/2012;31/05/2012;BBB;BBB
3541;01/06/2012;30/06/2012;BBB;BBB
3543;31/12/2007;30/04/2012;BBB;BBB
3543;01/05/2012;31/05/2012;BBB;BBB
3543;01/06/2012;30/06/2012;BBB;BBB
3543;31/12/2007;30/04/2012;BBB;BBB
3543;01/05/2012;31/05/2012;BBB;BBB
3543;01/06/2012;30/06/2012;BBB;BBB
3543;31/12/2007;30/04/2012;BBB;BBB
3543;01/05/2012;31/05/2012;BBB;BBB
3543;01/06/2012;30/06/2012;BBB;BBB
3567;31/12/1999;30/03/2008;SUS;SUS
3567;31/03/2008;30/06/2011;SUS;SUS
3567;31/12/1999;30/03/2008;SUS;SUS
3567;31/03/2008;30/06/2011;SUS;SUS
3568;31/12/1999;29/06/2003;GB;GB
3568;30/06/2003;30/03/2008;A;A
3568;31/03/2008;30/04/2012;A;A
3568;01/05/2012;31/05/2012;A;A
3568;01/06/2012;30/06/2012;A;A
3568;31/12/1999;29/06/2003;GB;GB
3568;30/06/2003;30/03/2008;A;A
3568;31/03/2008;30/04/2012;A;A
3568;01/05/2012;31/05/2012;A;A
3568;01/06/2012;30/06/2012;A;A
3568;31/12/1999;29/06/2003;GB;GB
3568;30/06/2003;30/03/2008;A;A
3568;31/03/2008;30/04/2012;A;A
3568;01/05/2012;31/05/2012;A;A
3568;01/06/2012;30/06/2012;A;A
3568;31/12/1999;29/06/2003;GB;GB
3568;30/06/2003;30/03/2008;A;A
3568;31/03/2008;30/04/2012;A;A
3568;01/05/2012;31/05/2012;A;A
3568;01/06/2012;30/06/2012;A;A
3571;31/12/1999;30/09/2004;BBB;BBB
3634;30/06/2007;30/03/2008;IID;IID
3634;31/03/2008;15/02/2010;IID;IID
3634;16/02/2010;31/03/2010;BBB;BBB
3634;01/04/2010;30/04/2012;BBB;BBB
3634;01/05/2012;31/05/2012;BBB;BBB
3634;01/06/2012;30/06/2012;BBB;BBB
3634;30/06/2007;30/03/2008;IID;IID
3634;31/03/2008;15/02/2010;IID;IID
3634;16/02/2010;31/03/2010;BBB;BBB
3634;01/04/2010;30/04/2012;BBB;BBB
3634;01/05/2012;31/05/2012;BBB;BBB
3634;01/06/2012;30/06/2012;BBB;BBB
3634;30/06/2007;30/03/2008;IID;IID
3634;31/03/2008;15/02/2010;IID;IID
3634;16/02/2010;31/03/2010;BBB;BBB
3634;01/04/2010;30/04/2012;BBB;BBB
3634;01/05/2012;31/05/2012;BBB;BBB
3634;01/06/2012;30/06/2012;BBB;BBB
3634;30/06/2007;30/03/2008;IID;IID
3634;31/03/2008;15/02/2010;IID;IID
3634;16/02/2010;31/03/2010;BBB;BBB
3634;01/04/2010;30/04/2012;BBB;BBB
3634;01/05/2012;31/05/2012;BBB;BBB
3634;01/06/2012;30/06/2012;BBB;BBB
3646;31/12/2005;15/02/2010;IID;IID
3646;16/02/2010;31/03/2010;BBB;BBB
3646;01/04/2010;30/04/2012;BBB;BBB
3646;01/05/2012;31/05/2012;BBB;BBB
3646;01/06/2012;30/06/2012;BBB;BBB
3646;31/12/2005;15/02/2010;IID;IID
3646;16/02/2010;31/03/2010;BBB;BBB
3646;01/04/2010;30/04/2012;BBB;BBB
3646;01/05/2012;31/05/2012;BBB;BBB
3646;01/06/2012;30/06/2012;BBB;BBB
3646;31/12/2005;15/02/2010;IID;IID
3646;16/02/2010;31/03/2010;BBB;BBB
3646;01/04/2010;30/04/2012;BBB;BBB
3646;01/05/2012;31/05/2012;BBB;BBB
3646;01/06/2012;30/06/2012;BBB;BBB
3646;31/12/2005;15/02/2010;IID;IID
3646;16/02/2010;31/03/2010;BBB;BBB
3646;01/04/2010;30/04/2012;BBB;BBB
3646;01/05/2012;31/05/2012;BBB;BBB
3646;01/06/2012;30/06/2012;BBB;BBB
3656;31/12/2005;30/03/2008;IID;IID
3656;31/03/2008;15/02/2010;IID;IID
3656;16/02/2010;31/03/2010;BBB;BBB
3656;01/04/2010;30/04/2012;BBB;BBB
3656;01/05/2012;31/05/2012;BBB;BBB
3656;01/06/2012;30/06/2012;BBB;BBB
3656;31/12/2005;30/03/2008;IID;IID
3656;31/03/2008;15/02/2010;IID;IID
3656;16/02/2010;31/03/2010;BBB;BBB
3656;01/04/2010;30/04/2012;BBB;BBB
3656;01/05/2012;31/05/2012;BBB;BBB
3656;01/06/2012;30/06/2012;BBB;BBB
3656;31/12/2005;30/03/2008;IID;IID
3656;31/03/2008;15/02/2010;IID;IID
3656;16/02/2010;31/03/2010;BBB;BBB
3656;01/04/2010;30/04/2012;BBB;BBB
3656;01/05/2012;31/05/2012;BBB;BBB
3656;01/06/2012;30/06/2012;BBB;BBB
3656;31/12/2005;30/03/2008;IID;IID
3656;31/03/2008;15/02/2010;IID;IID
3656;16/02/2010;31/03/2010;BBB;BBB
3656;01/04/2010;30/04/2012;BBB;BBB
3656;01/05/2012;31/05/2012;BBB;BBB
3656;01/06/2012;30/06/2012;BBB;BBB
3679;31/12/1999;31/12/2003;A;A
3680;31/12/1999;31/12/2003;A;A
3700;31/12/2000;18/05/2008;BBB;BBB
3700;19/05/2008;01/08/2010;IID;IID
3700;02/08/2010;30/04/2012;IID;IID
3700;01/05/2012;31/05/2012;IID;IID
3700;01/06/2012;30/06/2012;IID;IID
3701;31/12/1999;30/03/2008;SUS;SUS
3701;31/03/2008;30/04/2012;SUS;SUS
3701;01/05/2012;31/05/2012;SUS;SUS
3701;01/06/2012;30/06/2012;SUS;SUS
3701;31/12/1999;30/03/2008;SUS;SUS
3701;31/03/2008;30/04/2012;SUS;SUS
3701;01/05/2012;31/05/2012;SUS;SUS
3701;01/06/2012;30/06/2012;SUS;SUS
3701;31/12/1999;30/03/2008;SUS;SUS
3701;31/03/2008;30/04/2012;SUS;SUS
3701;01/05/2012;31/05/2012;SUS;SUS
3701;01/06/2012;30/06/2012;SUS;SUS
3701;31/12/1999;30/03/2008;SUS;SUS
3701;31/03/2008;30/04/2012;SUS;SUS
3701;01/05/2012;31/05/2012;SUS;SUS
3701;01/06/2012;30/06/2012;SUS;SUS
3703;31/12/2006;18/05/2008;IID;IID
3703;19/05/2008;28/02/2010;BBB;BBB
3703;01/03/2010;30/04/2012;BBB;BBB
3703;01/05/2012;31/05/2012;BBB;BBB
3703;01/06/2012;30/06/2012;BBB;BBB
3703;31/12/2006;18/05/2008;IID;IID
3703;19/05/2008;28/02/2010;BBB;BBB
3703;01/03/2010;30/04/2012;BBB;BBB
3703;01/05/2012;31/05/2012;BBB;BBB
3703;01/06/2012;30/06/2012;BBB;BBB
3703;31/12/2006;18/05/2008;IID;IID
3703;19/05/2008;28/02/2010;BBB;BBB
3703;01/03/2010;30/04/2012;BBB;BBB
3703;01/05/2012;31/05/2012;BBB;BBB
3703;01/06/2012;30/06/2012;BBB;BBB
3703;31/12/2006;18/05/2008;IID;IID
3703;19/05/2008;28/02/2010;BBB;BBB
3703;01/03/2010;30/04/2012;BBB;BBB
3703;01/05/2012;31/05/2012;BBB;BBB
3703;01/06/2012;30/06/2012;BBB;BBB
3991;30/06/2004;31/03/2006;A;A
3993;31/12/1999;29/06/2004;BBB;BBB
3993;30/06/2004;30/03/2008;A;A
3993;31/03/2008;30/06/2010;A;A
3993;31/12/1999;29/06/2004;BBB;BBB
3993;30/06/2004;30/03/2008;A;A
3993;31/03/2008;30/06/2010;A;A
3993;31/12/1999;29/06/2004;BBB;BBB
3993;30/06/2004;30/03/2008;A;A
3993;31/03/2008;30/06/2010;A;A
3994;31/12/2000;29/06/2004;BBB;BBB
3994;30/06/2004;30/03/2008;A;A
3994;31/03/2008;30/06/2010;A;A
3994;31/12/2000;29/06/2004;BBB;BBB
3994;30/06/2004;30/03/2008;A;A
3994;31/03/2008;30/06/2010;A;A
3994;31/12/2000;29/06/2004;BBB;BBB
3994;30/06/2004;30/03/2008;A;A
3994;31/03/2008;30/06/2010;A;A
3995;31/12/1999;29/06/2004;BBB;BBB
3995;30/06/2004;30/03/2008;A;A
3995;31/03/2008;31/05/2009;A;A
3995;31/12/1999;29/06/2004;BBB;BBB
3995;30/06/2004;30/03/2008;A;A
3995;31/03/2008;31/05/2009;A;A
3995;31/12/1999;29/06/2004;BBB;BBB
3995;30/06/2004;30/03/2008;A;A
3995;31/03/2008;31/05/2009;A;A
3996;31/12/1999;29/06/2004;BBB;BBB
3996;30/06/2004;30/03/2008;A;A
3996;31/03/2008;30/06/2010;A;A
3996;31/12/1999;29/06/2004;BBB;BBB
3996;30/06/2004;30/03/2008;A;A
3996;31/03/2008;30/06/2010;A;A
3996;31/12/1999;29/06/2004;BBB;BBB
3996;30/06/2004;30/03/2008;A;A
3996;31/03/2008;30/06/2010;A;A
4053;31/12/1999;29/06/2004;A;A
4053;30/06/2004;30/03/2008;IID;IID
4053;31/03/2008;30/04/2012;IID;IID
4053;01/05/2012;31/05/2012;IID;IID
4053;01/06/2012;30/06/2012;IID;IID
4060;31/12/1999;29/06/2004;A;A
4060;30/06/2004;30/03/2008;IID;IID
4060;31/03/2008;31/05/2009;IID;IID
4070;31/12/2000;29/06/2004;A;A
4070;30/06/2004;30/03/2008;IID;IID
4070;31/03/2008;30/04/2012;IID;IID
4070;01/05/2012;31/05/2012;IID;IID
4070;01/06/2012;30/06/2012;IID;IID
4080;31/12/1999;29/06/2004;A;A
4080;30/06/2004;30/03/2008;IID;IID
4080;31/03/2008;30/04/2012;IID;IID
4080;01/05/2012;31/05/2012;IID;IID
4080;01/06/2012;30/06/2012;IID;IID
4096;31/12/1999;31/03/2008;GUS;GUS
4097;30/06/2006;31/03/2008;BBB;BBB
4098;30/06/2006;31/03/2008;BBB;BBB
4099;31/12/1999;31/03/2008;GUS;GUS
4102;30/06/2006;31/03/2008;GUS;GUS
